Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,18.25,,41.83523941040039,-71.40790557861328,41.83525466918945,-71.4078140258789,,,,,,900000,,
00:15:00.000-04:00,00:30:00.000-04:00,18.25,,41.835147857666016,-71.40790557861328,41.83525466918945,-71.40771484375,,,,,,900000,,
00:30:00.000-04:00,00:45:00.000-04:00,18.25,,,,,,,,,,,900000,,
00:45:00.000-04:00,01:00:00.000-04:00,18.25,,41.835166931152344,-71.4078140258789,41.835262298583984,-71.4077377319336,,,,,,900000,,
01:00:00.000-04:00,01:15:00.000-04:00,18.25,,41.83507537841797,-71.40774536132812,41.83523941040039,-71.40760803222656,,,,,,900000,,
01:15:00.000-04:00,01:30:00.000-04:00,18.25,,41.835044860839844,-71.4078140258789,41.8351936340332,-71.40763854980469,,,,,,900000,,
01:30:00.000-04:00,01:45:00.000-04:00,18.25,,41.83507537841797,-71.40786743164062,41.83524703979492,-71.40771484375,,,,,,900000,,
01:45:00.000-04:00,02:00:00.000-04:00,18.25,,41.83507537841797,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
02:00:00.000-04:00,02:15:00.000-04:00,18.25,,41.83507537841797,-71.4078140258789,41.83522415161133,-71.40771484375,,,,,,900000,,
02:15:00.000-04:00,02:30:00.000-04:00,18.25,,41.83507537841797,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
02:30:00.000-04:00,02:45:00.000-04:00,18.25,,41.83507537841797,-71.4078140258789,41.83522415161133,-71.40771484375,,,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,18.25,,41.83507537841797,-71.4078140258789,41.835166931152344,-71.40771484375,,,,,,900000,,
03:00:00.000-04:00,03:15:00.000-04:00,18.25,,41.83507537841797,-71.4078140258789,41.835166931152344,-71.40762329101562,,,,,,900000,,
03:15:00.000-04:00,03:30:00.000-04:00,18.25,,,,,,,,,,,900000,,
03:30:00.000-04:00,03:45:00.000-04:00,18.25,,41.83507537841797,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
03:45:00.000-04:00,04:00:00.000-04:00,18.25,,41.83507537841797,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,,900000,,
04:00:00.000-04:00,04:15:00.000-04:00,18.25,,41.83507537841797,-71.4078140258789,41.835166931152344,-71.40771484375,,,,,,900000,,
04:15:00.000-04:00,04:30:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
04:30:00.000-04:00,04:45:00.000-04:00,18.25,,41.835147857666016,-71.40790557861328,41.8351936340332,-71.40771484375,,,,,,900000,,
04:45:00.000-04:00,05:00:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.8351936340332,-71.40771484375,,,,22,,900000,,
05:00:00.000-04:00,05:15:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,17,,584378,,
05:15:00.000-04:00,05:30:00.000-04:00,18.25,,41.835147857666016,-71.40799713134766,41.83549499511719,-71.40771484375,,,,,,,,
05:30:00.000-04:00,05:45:00.000-04:00,18.25,,,,,,,,,,,,,
05:45:00.000-04:00,06:00:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.40771484375,,,,28,,749931,,
06:00:00.000-04:00,06:15:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835147857666016,-71.40771484375,,,,,,900000,,
06:15:00.000-04:00,06:30:00.000-04:00,18.25,,41.8350944519043,-71.40797424316406,41.83516311645508,-71.40771484375,,,,,,900000,,
06:30:00.000-04:00,06:45:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
06:45:00.000-04:00,07:00:00.000-04:00,18.25,,41.83499526977539,-71.40791320800781,41.835147857666016,-71.40771484375,,,,,,900000,,
07:00:00.000-04:00,07:15:00.000-04:00,18.25,,,,,,,,,,,900000,,
07:15:00.000-04:00,07:30:00.000-04:00,18.25,,,,,,,,,,,900000,,
07:30:00.000-04:00,07:45:00.000-04:00,18.25,,,,,,,,,,,900000,,
07:45:00.000-04:00,08:00:00.000-04:00,18.25,,,,,,,,,,,900000,,
08:00:00.000-04:00,08:15:00.000-04:00,18.25,,,,,,,,,,,900000,,
08:15:00.000-04:00,08:30:00.000-04:00,18.25,,,,,,,,,,,900000,,
08:30:00.000-04:00,08:45:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
08:45:00.000-04:00,09:00:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
09:00:00.000-04:00,09:15:00.000-04:00,53.823265075683594,1196.503173828125,41.82529830932617,-71.4074478149414,41.83529281616211,-71.40367126464844,3.910115957260132,6.929999828338623,0.9599999785423279,74,584766,315234,,
09:15:00.000-04:00,09:30:00.000-04:00,72.99999237060547,4160.56201171875,41.81779479980469,-71.39908599853516,41.82757568359375,-71.3873062133789,4.669444561004639,8.359999656677246,1.1299999952316284,,900000,,,
09:30:00.000-04:00,09:45:00.000-04:00,52.9412727355957,2161.9775390625,41.82398223876953,-71.40788269042969,41.835418701171875,-71.39713287353516,3.815639019012451,7.46999979019165,0.5400000214576721,121,467366,115509,164692,
09:45:00.000-04:00,10:00:00.000-04:00,5.484145164489746,,41.8350944519043,-71.40789031982422,41.83521270751953,-71.40780639648438,0.9800000190734863,0.9800000190734863,0.9800000190734863,60,,270451,,
10:00:00.000-04:00,10:15:00.000-04:00,18.25,,41.834957122802734,-71.4079818725586,41.83515930175781,-71.4078369140625,1.8316667079925537,2.950000047683716,0.9900000095367432,23,,900000,,
10:15:00.000-04:00,10:30:00.000-04:00,18.25,,41.83503341674805,-71.40790557861328,41.835289001464844,-71.40785217285156,1.3263888359069824,1.9600000381469727,0.5299999713897705,8,,900000,,
10:30:00.000-04:00,10:45:00.000-04:00,14.496116638183594,,41.83513259887695,-71.40785217285156,41.83513259887695,-71.40785217285156,,,,88,,714877,,
10:45:00.000-04:00,11:00:00.000-04:00,18.249998092651367,,,,,,,,,43,,900000,,
11:00:00.000-04:00,11:15:00.000-04:00,18.249998092651367,,41.835140228271484,-71.40784454345703,41.83514404296875,-71.4078369140625,,,,,,900000,,
11:15:00.000-04:00,11:30:00.000-04:00,18.249998092651367,,41.83514404296875,-71.40784454345703,41.83521270751953,-71.40775299072266,0.949999988079071,0.949999988079071,0.949999988079071,,,900000,,
11:30:00.000-04:00,11:45:00.000-04:00,16.10118293762207,,41.835166931152344,-71.40786743164062,41.835289001464844,-71.40776062011719,0.5065305829048157,0.6499999761581421,0.5,50,,794031,,
11:45:00.000-04:00,12:00:00.000-04:00,13.760113716125488,,41.83518600463867,-71.4078598022461,41.83518600463867,-71.40784454345703,,,,112,,678581,,
12:00:00.000-04:00,12:15:00.000-04:00,5.347189426422119,,41.835147857666016,-71.40782165527344,41.83517837524414,-71.40771484375,,,,267,,263697,,
12:15:00.000-04:00,12:30:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.83523941040039,-71.40771484375,,,,84,,900000,,
12:30:00.000-04:00,12:45:00.000-04:00,18.25,,41.835147857666016,-71.4078140258789,41.83523941040039,-71.40771484375,,,,67,,900000,,
12:45:00.000-04:00,13:00:00.000-04:00,18.25,,,,,,,,,23,,900000,,
13:00:00.000-04:00,13:15:00.000-04:00,18.25,,,,,,,,,21,,900000,,
13:15:00.000-04:00,13:30:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.83523941040039,-71.40771484375,,,,50,,284336,,
13:30:00.000-04:00,13:45:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835147857666016,-71.40771484375,,,,,,,,
13:45:00.000-04:00,14:00:00.000-04:00,19.02018928527832,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.40771484375,,,,172,,844781,13565,
14:00:00.000-04:00,14:15:00.000-04:00,11.746944427490234,,41.83507537841797,-71.40790557861328,41.83523941040039,-71.4076919555664,,,,257,,237692,74088,
14:15:00.000-04:00,14:30:00.000-04:00,18.25,,41.80460739135742,-71.40911102294922,41.831329345703125,-71.32894897460938,,,,,,,,
14:30:00.000-04:00,14:45:00.000-04:00,31.682823181152344,,41.79179763793945,-71.32964324951172,41.797035217285156,-71.32012939453125,0.9130164384841919,0.9700000286102295,0.7300000190734863,310,,199985,262027,
14:45:00.000-04:00,15:00:00.000-04:00,42.205509185791016,,41.79587936401367,-71.32115173339844,41.79629898071289,-71.32012939453125,,,,507,,478083,421917,
15:00:00.000-04:00,15:15:00.000-04:00,17.088537216186523,,41.79336166381836,-71.3307113647461,41.80296325683594,-71.32588195800781,,,,,,137993,10673,
15:15:00.000-04:00,15:30:00.000-04:00,18.25,,41.83455276489258,-71.4081802368164,41.83619689941406,-71.39472961425781,0.5899999737739563,0.5899999737739563,0.5899999737739563,61,,231083,,
15:30:00.000-04:00,15:45:00.000-04:00,18.25,,41.835060119628906,-71.4078140258789,41.83523941040039,-71.40762329101562,,,,,,,,
15:45:00.000-04:00,16:00:00.000-04:00,16.721717834472656,,41.835166931152344,-71.40787506103516,41.83533477783203,-71.4078140258789,,,,179,,342829,66202,
16:00:00.000-04:00,16:15:00.000-04:00,13.645401954650879,,41.83509063720703,-71.4078140258789,41.83523941040039,-71.40771484375,,,,151,,672924,,
16:15:00.000-04:00,16:30:00.000-04:00,18.249998092651367,,,,,,,,,,,900000,,
16:30:00.000-04:00,16:45:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40771484375,41.835208892822266,-71.40762329101562,,,,54,,900000,,
16:45:00.000-04:00,17:00:00.000-04:00,18.249998092651367,,41.83509063720703,-71.4078140258789,41.835147857666016,-71.40771484375,,,,13,,900000,,
17:00:00.000-04:00,17:15:00.000-04:00,18.249998092651367,,41.83509063720703,-71.4078140258789,41.83523941040039,-71.4078140258789,,,,33,,900000,,
17:15:00.000-04:00,17:30:00.000-04:00,33.476585388183594,,41.835147857666016,-71.40813446044922,41.83660888671875,-71.40771484375,,,,541,,123525,,203650
17:30:00.000-04:00,17:45:00.000-04:00,18.368736267089844,192.93226623535156,41.836639404296875,-71.40864562988281,41.83675765991211,-71.40813446044922,,,,576,,,238383,
17:45:00.000-04:00,18:00:00.000-04:00,32.41651153564453,14.519647598266602,41.83513259887695,-71.4078140258789,41.83523941040039,-71.4076919555664,,,,175,,650492,249508,
18:00:00.000-04:00,18:15:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835147857666016,-71.40771484375,,,,,,900000,,
18:15:00.000-04:00,18:30:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835147857666016,-71.40771484375,,,,,,900000,,
18:30:00.000-04:00,18:45:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835147857666016,-71.40771484375,,,,,,900000,,
18:45:00.000-04:00,19:00:00.000-04:00,18.25,,41.835147857666016,-71.4078140258789,41.83523941040039,-71.40771484375,,,,6,,900000,,
19:00:00.000-04:00,19:15:00.000-04:00,18.25,,41.83501434326172,-71.40790557861328,41.835166931152344,-71.40757751464844,,,,17,,900000,,
19:15:00.000-04:00,19:30:00.000-04:00,18.25,,41.834999084472656,-71.4078140258789,41.83523941040039,-71.40771484375,,,,41,,900000,,
19:30:00.000-04:00,19:45:00.000-04:00,21.811328887939453,,41.822052001953125,-71.4081802368164,41.83595275878906,-71.39213562011719,,,,70,,339125,62724,
19:45:00.000-04:00,20:00:00.000-04:00,21.944927215576172,,41.82610321044922,-71.4078140258789,41.835941314697266,-71.39724731445312,,,,48,,,65077,
20:00:00.000-04:00,20:15:00.000-04:00,18.25,,41.835147857666016,-71.4078140258789,41.8351936340332,-71.40771484375,,,,21,,465435,,
20:15:00.000-04:00,20:30:00.000-04:00,15.613136291503906,,41.83509063720703,-71.4078140258789,41.83523941040039,-71.4078140258789,,,,128,,769963,,
20:30:00.000-04:00,20:45:00.000-04:00,18.249998092651367,,41.835044860839844,-71.4078140258789,41.835208892822266,-71.40757751464844,,,,96,,900000,,
20:45:00.000-04:00,21:00:00.000-04:00,18.249998092651367,,41.835060119628906,-71.40771484375,41.835208892822266,-71.40762329101562,,,,,,900000,,
21:00:00.000-04:00,21:15:00.000-04:00,18.249998092651367,,41.83507537841797,-71.40776824951172,41.8351936340332,-71.40757751464844,,,,11,,900000,,
21:15:00.000-04:00,21:30:00.000-04:00,18.249998092651367,,41.835044860839844,-71.407958984375,41.83540725708008,-71.4073257446289,1.0036858320236206,2.2799999713897705,0.5400000214576721,70,,900000,,
21:30:00.000-04:00,21:45:00.000-04:00,18.249998092651367,,41.835060119628906,-71.40792083740234,41.8351936340332,-71.40775299072266,0.8665357232093811,1.3899999856948853,0.5099999904632568,65,,900000,,
21:45:00.000-04:00,22:00:00.000-04:00,18.249998092651367,,41.83513259887695,-71.40792083740234,41.835208892822266,-71.40780639648438,0.550000011920929,0.550000011920929,0.550000011920929,,,900000,,
22:00:00.000-04:00,22:15:00.000-04:00,18.249998092651367,,41.835086822509766,-71.40789794921875,41.83517837524414,-71.4077377319336,0.6699999570846558,0.75,0.5899999737739563,9,,900000,,
22:15:00.000-04:00,22:30:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
22:30:00.000-04:00,22:45:00.000-04:00,18.249998092651367,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.40771484375,,,,19,,900000,,
22:45:00.000-04:00,23:00:00.000-04:00,18.249998092651367,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.40771484375,,,,36,,900000,,
23:00:00.000-04:00,23:15:00.000-04:00,18.249998092651367,,41.835166931152344,-71.40790557861328,41.83525466918945,-71.4078140258789,,,,,,900000,,
23:15:00.000-04:00,23:30:00.000-04:00,18.249998092651367,,41.835166931152344,-71.4078140258789,41.83523941040039,-71.4078140258789,,,,,,900000,,
23:30:00.000-04:00,23:45:00.000-04:00,18.249998092651367,,41.83523941040039,-71.4078140258789,41.83523941040039,-71.4078140258789,,,,,,900000,,
23:45:00.000-04:00,00:00:00.000-04:00,18.249998092651367,,41.83506774902344,-71.40790557861328,41.83525466918945,-71.40767669677734,0.6700000166893005,0.6700000166893005,0.6700000166893005,,,900000,,
