Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,18.249998092651367,,,,,,,,,,,
00:15:00.000-04:00,00:30:00.000-04:00,18.249998092651367,,,,,,,,,,,
00:30:00.000-04:00,00:45:00.000-04:00,18.249998092651367,,41.83505630493164,-71.40780639648438,41.83505630493164,-71.40780639648438,,,,,,
00:45:00.000-04:00,01:00:00.000-04:00,18.249998092651367,,,,,,,,,,,
01:00:00.000-04:00,01:15:00.000-04:00,18.249998092651367,,,,,,,,,,,
01:15:00.000-04:00,01:30:00.000-04:00,18.249998092651367,,,,,,,,,,,
01:30:00.000-04:00,01:45:00.000-04:00,18.249998092651367,,41.83523941040039,-71.4078140258789,41.83523941040039,-71.4078140258789,,,,,,
01:45:00.000-04:00,02:00:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,
02:00:00.000-04:00,02:15:00.000-04:00,18.249998092651367,,41.83497619628906,-71.40776824951172,41.8351936340332,-71.4075698852539,,,,,,
02:15:00.000-04:00,02:30:00.000-04:00,18.249998092651367,,,,,,,,,,,
02:30:00.000-04:00,02:45:00.000-04:00,18.249998092651367,,,,,,,,,,,
02:45:00.000-04:00,03:00:00.000-04:00,18.249998092651367,,,,,,,,,,,
03:00:00.000-04:00,03:15:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,
03:15:00.000-04:00,03:30:00.000-04:00,18.249998092651367,,41.83523941040039,-71.40791320800781,41.83534240722656,-71.4078140258789,,,,,,
03:30:00.000-04:00,03:45:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,
03:45:00.000-04:00,04:00:00.000-04:00,18.249998092651367,,41.835140228271484,-71.40776824951172,41.8351936340332,-71.40773010253906,,,,,,
04:00:00.000-04:00,04:15:00.000-04:00,18.249998092651367,,,,,,,,,,,
04:15:00.000-04:00,04:30:00.000-04:00,18.249998092651367,,,,,,,,,,,
