Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,23.115285873413086,,,,,,,,,33,814310,85690
00:15:00.000-04:00,00:30:00.000-04:00,24.14858627319336,,41.835147857666016,-71.40788269042969,41.83517837524414,-71.40771484375,,,,111,796111,103889
00:30:00.000-04:00,00:45:00.000-04:00,18.25,,41.83512878417969,-71.40785217285156,41.83517074584961,-71.40771484375,,,,,900000,
00:45:00.000-04:00,01:00:00.000-04:00,18.25,,,,,,,,,,900000,
01:00:00.000-04:00,01:15:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
01:15:00.000-04:00,01:30:00.000-04:00,18.25,,,,,,,,,,900000,
01:30:00.000-04:00,01:45:00.000-04:00,18.25,,,,,,,,,,900000,
01:45:00.000-04:00,02:00:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
02:00:00.000-04:00,02:15:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
02:15:00.000-04:00,02:30:00.000-04:00,18.25,,41.835147857666016,-71.4079360961914,41.83524703979492,-71.40771484375,,,,,900000,
02:30:00.000-04:00,02:45:00.000-04:00,18.25,,,,,,,,,,900000,
02:45:00.000-04:00,03:00:00.000-04:00,18.25,,,,,,,,,,900000,
03:00:00.000-04:00,03:15:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
03:15:00.000-04:00,03:30:00.000-04:00,18.25,,,,,,,,,,900000,
03:30:00.000-04:00,03:45:00.000-04:00,18.25,,,,,,,,,,900000,
03:45:00.000-04:00,04:00:00.000-04:00,18.25,,,,,,,,,,900000,
04:00:00.000-04:00,04:15:00.000-04:00,18.25,,,,,,,,,,900000,
04:15:00.000-04:00,04:30:00.000-04:00,18.25,,,,,,,,,,900000,
04:30:00.000-04:00,04:45:00.000-04:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
04:45:00.000-04:00,05:00:00.000-04:00,18.25,,,,,,,,,,900000,
05:00:00.000-04:00,05:15:00.000-04:00,18.25,,,,,,,,,,900000,
05:15:00.000-04:00,05:30:00.000-04:00,18.25,,,,,,,,,,900000,
05:30:00.000-04:00,05:45:00.000-04:00,18.25,,41.835147857666016,-71.40794372558594,41.835227966308594,-71.40771484375,,,,,900000,
05:45:00.000-04:00,06:00:00.000-04:00,18.25,,41.83513259887695,-71.40789794921875,41.835147857666016,-71.40771484375,,,,,900000,
06:00:00.000-04:00,06:15:00.000-04:00,18.25,,,,,,,,,,900000,
06:15:00.000-04:00,06:30:00.000-04:00,18.25,,,,,,,,,,900000,
06:30:00.000-04:00,06:45:00.000-04:00,18.25,,41.83505630493164,-71.4079818725586,41.8351936340332,-71.40771484375,,,,4,900000,
06:45:00.000-04:00,07:00:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,3,900000,
07:00:00.000-04:00,07:15:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,32,771368,
07:15:00.000-04:00,07:30:00.000-04:00,22.010618209838867,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,83,535920,66234
