Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-05:00,00:15:00.000-05:00,18.25,,41.8350715637207,-71.40791320800781,41.835208892822266,-71.40762329101562,,,,,,
00:15:00.000-05:00,00:30:00.000-05:00,18.25,,41.83513259887695,-71.40771484375,41.835147857666016,-71.40762329101562,,,,,,
00:30:00.000-05:00,00:45:00.000-05:00,18.25,,41.83513259887695,-71.40776824951172,41.8351936340332,-71.40762329101562,,,,,,
00:45:00.000-05:00,01:00:00.000-05:00,18.25,,41.83513259887695,-71.40762329101562,41.83513259887695,-71.40762329101562,,,,,,
01:00:00.000-05:00,01:15:00.000-05:00,18.25,,41.83513259887695,-71.40771484375,41.835147857666016,-71.40762329101562,,,,,,
01:15:00.000-05:00,01:30:00.000-05:00,18.25,,41.83513259887695,-71.40776824951172,41.8351936340332,-71.40762329101562,,,,,,
01:30:00.000-05:00,01:45:00.000-05:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,,
01:45:00.000-05:00,02:00:00.000-05:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,,
02:00:00.000-05:00,02:15:00.000-05:00,18.25,,41.83513259887695,-71.40771484375,41.835147857666016,-71.40762329101562,,,,,,
02:15:00.000-05:00,02:30:00.000-05:00,18.25,,41.83513259887695,-71.40776824951172,41.8351936340332,-71.40762329101562,,,,,,
02:30:00.000-05:00,02:45:00.000-05:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,,
02:45:00.000-05:00,03:00:00.000-05:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,,
03:00:00.000-05:00,03:15:00.000-05:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,,
03:15:00.000-05:00,03:30:00.000-05:00,18.25,,,,,,,,,,,
03:30:00.000-05:00,03:45:00.000-05:00,18.25,,41.83503341674805,-71.40771484375,41.835147857666016,-71.40763092041016,,,,,,
03:45:00.000-05:00,04:00:00.000-05:00,18.25,,,,,,,,,,,
04:00:00.000-05:00,04:15:00.000-05:00,18.25,,,,,,,,,,,
04:15:00.000-05:00,04:30:00.000-05:00,18.25,,,,,,,,,,,
04:30:00.000-05:00,04:45:00.000-05:00,18.25,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,,
04:45:00.000-05:00,05:00:00.000-05:00,18.25,,41.83513259887695,-71.40771484375,41.835147857666016,-71.40762329101562,,,,,,
05:00:00.000-05:00,05:15:00.000-05:00,18.25,,,,,,,,,,,
05:15:00.000-05:00,05:30:00.000-05:00,18.25,,,,,,,,,,,
05:30:00.000-05:00,05:45:00.000-05:00,18.25,,41.83513259887695,-71.40771484375,41.835147857666016,-71.40762329101562,,,,,,
05:45:00.000-05:00,06:00:00.000-05:00,18.25,,41.83513259887695,-71.40771484375,41.835147857666016,-71.40762329101562,,,,,,
06:00:00.000-05:00,06:15:00.000-05:00,18.25,,41.83513259887695,-71.40776824951172,41.8351936340332,-71.40762329101562,,,,,,
