Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,18.25,,41.83507537841797,-71.4078140258789,41.835166931152344,-71.40771484375,,,,,,900000,,
00:15:00.000-04:00,00:30:00.000-04:00,18.25,,,,,,,,,,,900000,,
00:30:00.000-04:00,00:45:00.000-04:00,18.25,,41.83517837524414,-71.40777587890625,41.835205078125,-71.40766143798828,,,,,,900000,,
00:45:00.000-04:00,01:00:00.000-04:00,18.25,,41.835166931152344,-71.4078140258789,41.835166931152344,-71.4078140258789,,,,,,900000,,
01:00:00.000-04:00,01:15:00.000-04:00,18.25,,41.835166931152344,-71.40790557861328,41.83525466918945,-71.4078140258789,,,,,,900000,,
01:15:00.000-04:00,01:30:00.000-04:00,18.25,,41.835166931152344,-71.40790557861328,41.83525466918945,-71.4078140258789,,,,,,900000,,
01:30:00.000-04:00,01:45:00.000-04:00,18.25,,,,,,,,,,,900000,,
01:45:00.000-04:00,02:00:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.40771484375,,,,,,900000,,
02:00:00.000-04:00,02:15:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.4078140258789,,,,,,900000,,
02:15:00.000-04:00,02:30:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.40708923339844,,,,,,900000,,
02:30:00.000-04:00,02:45:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835166931152344,-71.4078140258789,,,,,,900000,,
02:45:00.000-04:00,03:00:00.000-04:00,18.25,,41.835166931152344,-71.4078140258789,41.835166931152344,-71.4078140258789,,,,,,900000,,
03:00:00.000-04:00,03:15:00.000-04:00,18.25,,41.83509063720703,-71.4078140258789,41.835243225097656,-71.40752410888672,,,,,,900000,,
03:15:00.000-04:00,03:30:00.000-04:00,18.25,,41.83516311645508,-71.4078140258789,41.835166931152344,-71.40757751464844,,,,,,900000,,
03:30:00.000-04:00,03:45:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
03:45:00.000-04:00,04:00:00.000-04:00,18.25,,41.835166931152344,-71.4078140258789,41.835166931152344,-71.4078140258789,,,,,,900000,,
04:00:00.000-04:00,04:15:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
04:15:00.000-04:00,04:30:00.000-04:00,18.25,,41.835147857666016,-71.4078140258789,41.835166931152344,-71.40771484375,,,,,,900000,,
04:30:00.000-04:00,04:45:00.000-04:00,18.25,,41.834835052490234,-71.40786743164062,41.83523941040039,-71.40776062011719,,,,,,900000,,
04:45:00.000-04:00,05:00:00.000-04:00,18.25,,41.835166931152344,-71.40790557861328,41.83525466918945,-71.4078140258789,,,,,,900000,,
05:00:00.000-04:00,05:15:00.000-04:00,18.25,,41.83513259887695,-71.4078140258789,41.83523941040039,-71.4076919555664,,,,,,900000,,
05:15:00.000-04:00,05:30:00.000-04:00,18.25,,41.835166931152344,-71.4078140258789,41.83523941040039,-71.4078140258789,,,,,,900000,,
05:30:00.000-04:00,05:45:00.000-04:00,18.25,,41.835147857666016,-71.40790557861328,41.83525466918945,-71.40771484375,,,,,,900000,,
05:45:00.000-04:00,06:00:00.000-04:00,18.25,,41.835113525390625,-71.40790557861328,41.83525466918945,-71.40768432617188,,,,,,900000,,
06:00:00.000-04:00,06:15:00.000-04:00,18.25,,41.83509063720703,-71.40790557861328,41.83525466918945,-71.4078140258789,,,,,,900000,,
06:15:00.000-04:00,06:30:00.000-04:00,18.25,,41.835147857666016,-71.4078140258789,41.83523941040039,-71.40771484375,,,,15,,530272,,
06:30:00.000-04:00,06:45:00.000-04:00,18.25,,41.835289001464844,-71.40785217285156,41.835289001464844,-71.40785217285156,,,,32,,524687,,
06:45:00.000-04:00,07:00:00.000-04:00,18.25,,41.83509063720703,-71.40784454345703,41.835205078125,-71.40771484375,,,,,,900000,,
07:00:00.000-04:00,07:15:00.000-04:00,18.25,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,,,900000,,
07:15:00.000-04:00,07:30:00.000-04:00,11.41032600402832,,41.835147857666016,-71.40771484375,41.835147857666016,-71.40771484375,,,,18,,562701,,
07:30:00.000-04:00,07:45:00.000-04:00,16.14214515686035,,41.835147857666016,-71.407958984375,41.835269927978516,-71.40771484375,,,,,,796051,,
07:45:00.000-04:00,08:00:00.000-04:00,16.382495880126953,,41.83509063720703,-71.4078140258789,41.83523941040039,-71.40771484375,,,,57,,807904,,
08:00:00.000-04:00,08:15:00.000-04:00,5.958158016204834,,41.83509063720703,-71.4078140258789,41.83523941040039,-71.40771484375,,,,173,,293827,,
08:15:00.000-04:00,08:30:00.000-04:00,10.986601829528809,,41.83491516113281,-71.40790557861328,41.835365295410156,-71.40758514404297,,,,83,,541805,,
08:30:00.000-04:00,08:45:00.000-04:00,18.249998092651367,,41.83509063720703,-71.4078140258789,41.835147857666016,-71.40771484375,,,,125,,900000,,
08:45:00.000-04:00,09:00:00.000-04:00,18.249998092651367,,,,,,,,,68,,900000,,
09:00:00.000-04:00,09:15:00.000-04:00,16.423133850097656,,41.83509063720703,-71.4078140258789,41.83509063720703,-71.4078140258789,,,,32,,809908,,
