Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Biking duration (ms),Inactive duration (ms),Walking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,18.25,,41.83513259887695,-71.4078140258789,41.83523941040039,-71.40762329101562,,,,,,665923,
00:15:00.000-04:00,00:30:00.000-04:00,18.249998092651367,,41.83510971069336,-71.4078140258789,41.83523941040039,-71.4076919555664,,,,,,,
00:30:00.000-04:00,00:45:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40774536132812,,,,,,,
00:45:00.000-04:00,01:00:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40774536132812,,,,,,,
01:00:00.000-04:00,01:15:00.000-04:00,18.249998092651367,,41.835147857666016,-71.4078140258789,41.83523941040039,-71.40758514404297,,,,,,,
01:15:00.000-04:00,01:30:00.000-04:00,18.249998092651367,,,,,,,,,,,,
01:30:00.000-04:00,01:45:00.000-04:00,18.249998092651367,,41.83513259887695,-71.40778350830078,41.83513259887695,-71.40778350830078,,,,,,,
01:45:00.000-04:00,02:00:00.000-04:00,18.249998092651367,,,,,,,,,,,,
02:00:00.000-04:00,02:15:00.000-04:00,18.249998092651367,,,,,,,,,,,,
02:15:00.000-04:00,02:30:00.000-04:00,18.249998092651367,,41.83523941040039,-71.4078140258789,41.83523941040039,-71.4078140258789,,,,,,,
02:30:00.000-04:00,02:45:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,,
02:45:00.000-04:00,03:00:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,,
03:00:00.000-04:00,03:15:00.000-04:00,18.249998092651367,,41.834903717041016,-71.40788269042969,41.83499526977539,-71.40769958496094,,,,,,,
03:15:00.000-04:00,03:30:00.000-04:00,18.249998092651367,,,,,,,,,,,,
03:30:00.000-04:00,03:45:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,,
03:45:00.000-04:00,04:00:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,,
04:00:00.000-04:00,04:15:00.000-04:00,18.249998092651367,,,,,,,,,,,,
04:15:00.000-04:00,04:30:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,,
04:30:00.000-04:00,04:45:00.000-04:00,18.249998092651367,,41.8351936340332,-71.4078140258789,41.83523941040039,-71.40776824951172,,,,,,,
