Start time,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-05:00,00:15:00.000-05:00,18.249998092651367,,41.83507537841797,-71.40771484375,41.835147857666016,-71.40762329101562,,,,10,900000,
00:15:00.000-05:00,00:30:00.000-05:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
00:30:00.000-05:00,00:45:00.000-05:00,18.249998092651367,,41.83513259887695,-71.4078140258789,41.83523941040039,-71.40762329101562,,,,,900000,
00:45:00.000-05:00,01:00:00.000-05:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
01:00:00.000-05:00,01:15:00.000-05:00,18.249998092651367,,41.83509826660156,-71.40776824951172,41.8351936340332,-71.40766143798828,,,,,900000,
01:15:00.000-05:00,01:30:00.000-05:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
01:30:00.000-05:00,01:45:00.000-05:00,18.249998092651367,,41.835113525390625,-71.40776824951172,41.8351936340332,-71.40755462646484,,,,,900000,
01:45:00.000-05:00,03:00:00.000-04:00,18.249998092651367,,41.83514404296875,-71.40776824951172,41.8351936340332,-71.40767669677734,,,,,900000,
03:00:00.000-04:00,03:15:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40770721435547,,,,,900000,
03:15:00.000-04:00,03:30:00.000-04:00,18.249998092651367,,41.83497619628906,-71.40782165527344,41.835147857666016,-71.40771484375,,,,,900000,
03:30:00.000-04:00,03:45:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
03:45:00.000-04:00,04:00:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
04:00:00.000-04:00,04:15:00.000-04:00,18.249998092651367,,41.835147857666016,-71.40776824951172,41.8351936340332,-71.40771484375,,,,,900000,
04:15:00.000-04:00,04:30:00.000-04:00,18.249998092651367,,41.83495330810547,-71.40778350830078,41.835086822509766,-71.4076919555664,,,,,900000,
